first-contentful-paint,largest-contentful-paint,first-meaningful-paint,speed-index,total-blocking-time,max-potential-fid,cumulative-layout-shift,server-response-time,interactive,mainthread-work-breakdown,bootup-time,network-rtt,network-server-latency,metrics,prioritize-lcp-image,total-byte-weight,unminified-javascript,unused-javascript,uses-text-compression,dom-size,uses-rel-preconnect
3517.575285956099,3616.880499999998,2271.8866205718778,,,[object Object],4623.080560567078,2270.6049747297257,64.58672340695516,1179.0177894329258,1179.2134999999998,1201.7849666989407,1214.5612999999996,1460.2739999999994,5773.486999999996,5786.583600000003,5787.84405258703,5790.888300842092,5802.098350000003
6904.268230736408,6932.762364446353,4048.0116701098423,,,[object Object],9238.611671107301,4007.18052595283,58.630567857849314,10486.583512467816,10496.674925000003,10650.954645978381,11370.96249999999,11552.068200000003,2313.4565288927024,2316.1285450251944,2422.4274999999993,3711.0726999999997,3722.3532499999997
3517.575285956099,3616.880499999998,2271.8866205718778,,,[object Object],4623.080560567078,2270.6049747297257,64.58672340695516,1179.0177894329258,1179.2134999999998,1201.7849666989407,1214.5612999999996,1460.2739999999994,5773.486999999996,5786.583600000003,5787.84405258703,5790.888300842092,5802.098350000003
4581.574585942865,4741.704627329116,2896.5288227085302,,,[object Object],6293.221615396879,2886.5146542922967,63.22125217814039,1447.0178845815947,1470.6414656725324,1661.8362556731945,1696.753609663642,2199.050442661879,7284.358811996352,7300.43506250017,7316.588002748265,7698.824823952551,7740.239499978474
149.85000000000008,154.0000000000009,106.58776899813611,,,[object Object],226.00000000000182,106.45000000000012,71.12964230773177,244.9999999999991,252.5,255.9999999999991,261.0000000000009,267.0000000000018,41,42.5,43,44.5,46
181.35000000000008,183.7500000000009,105.05023798164393,,,[object Object],219.50000000000182,104.95000000000012,57.926792380283366,275.9999999999991,284,285.9999999999991,292.0000000000009,293.5000000000018,74,75.5,76,77.5,79
0.000247286755246012,0.00010669515301589495,0.00031437237965215275,,,[object Object],0.0008435496133807023,0.0002343193370501951,127.1286767216469,0.00010669515301589495,0.00010669515301589495,0.00010669515301589495,0.00010669515301589495,0.00010669515301589495,0.0009502447663965973
15.103699999999998,3.7184999999999997,33.9866715259085,,,[object Object],113.798,20.39126,225.02215699403786,117.06,3.262,3.38,3.628,3.666,3.771,3.9400000000000004,4.007,4.093999999999999,4.229
5821.296152465961,5913.070896535077,3899.17903053394,,,[object Object],7975.670117538815,3898.079436440485,66.98128609866735,1851.939408923261,1853.8562499999998,1859.0746712041193,1894.2287499999998,2156.984499999999,9669.157293070155,9680.345000000003,9697.535625000004,9722.230499999996,9827.609526462076
818.5062999999702,827.4904999999706,484.3510041494623,,,[object Object],1013.4429999999657,484.0992999999818,59.174987920004995,1272.0839999999505,1302.0599999999522,1302.235999999953,1302.4359999999515,1334.2119999999534,320.7689999999877,327.20799999998826,332.72899999998833,343.16099999998994,348.16799999998807
487.8440999999701,480.8234999999709,294.6366396941821,,,[object Object],622.1529999999657,294.4006999999818,60.39565502466877,185.93499999998775,189.4889999999884,192.46999999998832,198.83999999998784,200.4829999999895,761.1639999999524,772.8119999999503,780.9759999999525,788.1839999999512,808.0879999999535
155.657465,152.89180000000002,155.56657673881472,,,[object Object],313.62835,155.55273499999998,99.94161008520518,0.08864999999999999,0.09344999999999999,0.09465,0.1143,0.1326,305.651,310.87,312.864,312.949,313.717
407.52222952206364,415.21755975815313,96.77232924257557,,,[object Object],203.54360000000003,96.49602952206368,23.74651546151698,300.614,302.044,306.04,319.84299999999996,326.59,503.84511951630634,503.9013903011692,504.0645712993557,504.12261410380535,504.1576
5821.3,5913,3899.2009707118195,,,[object Object],7976,3898.1,66.98161872282513,1852,1854,1859,1894,2157,9669,9680,9698,9722,9828
42.29475425987111,46.778299999999945,20.32072296156923,,,[object Object],63.36559999999986,14.2445417039484,48.045492442662926,43.53457129935555,44.428499999999985,46.778299999999945,6.68340000000012,70.04899999999998
1569624,1569624,0,,,[object Object],0,0,0,1569624,1569624,1569624,1569624,1569624,1569624,1569624,1569624,1569624,1569624
1621,1680,1230.8813915239762,,,[object Object],2640,1229,75.93346030376163,2700,2850,2850,2850,3000,360,400,400,400,400
1733,1740,1237.8049119307937,,,[object Object],2520,1237,71.42555752630085,2850,3000,3000,3000,3000,480,480,480,520,520
3452,6000,2466.1378712472665,,,[object Object],5170,2462,71.44084215664157,1190,1190,5710,5850,6000,6000,6010,840,850,880
3016,3016,0,,,[object Object],0,0,0,3016,3016,3016,3016,3016,3016,3016,3016,3016,3016
107.62074998295307,115.50749994874,8.300685735261942,,,[object Object],20.62999995136262,7.886749965786937,7.7129045621562335,103.05900001573562,113.97599992752075,117.03899996995926,96.40900001859664
